IID	pwm	Domain_EnsPID	Interaction_EnsPID	Start	End	Score	Type
68152	PAK2	ENSP00000314067	ENSP00000355910	1942	1956	0.43	MT
68153	PAK2	ENSP00000314067	ENSP00000275815	912	926	0.42	MT
68154	PAK2	ENSP00000314067	ENSP00000407621	36	50	0.44	MT
68156	PAK2	ENSP00000314067	ENSP00000369317	12	26	0.43	MT
68157	PAK2	ENSP00000314067	ENSP00000218056	106	120	0.43	MT
68158	PAK2	ENSP00000314067	ENSP00000357517	102	116	0.42	MT
68159	PAK2	ENSP00000314067	ENSP00000356439	916	930	0.38	MT
68160	PAK2	ENSP00000314067	ENSP00000440343	256	270	0.41	MT
68161	PAK2	ENSP00000314067	ENSP00000368201	838	852	0.39	MT
68162	PAK2	ENSP00000314067	ENSP00000320324	602	616	0.44	MT
68164	PAK2	ENSP00000314067	ENSP00000364594	560	574	0.39	MT
68165	PAK2	ENSP00000314067	ENSP00000447615	328	342	0.4	MT
68166	PAK2	ENSP00000314067	ENSP00000321161	67	81	0.41	MT
68167	PAK2	ENSP00000314067	ENSP00000439601	587	601	0.42	MT
68168	PAK2	ENSP00000314067	ENSP00000326261	747	761	0.39	MT
68169	PAK2	ENSP00000314067	ENSP00000451818	11	25	0.4	MT
68170	PAK2	ENSP00000314067	ENSP00000443611	312	326	0.43	MT
68171	PAK2	ENSP00000314067	ENSP00000445608	3	17	0.22	MT
68172	PAK2	ENSP00000314067	ENSP00000393194	638	652	0.39	MT
68173	PAK2	ENSP00000314067	ENSP00000242057	348	362	0.41	MT
68174	PAK2	ENSP00000314067	ENSP00000392605	230	244	0.39	MT
68175	PAK2	ENSP00000314067	ENSP00000411902	435	449	0.41	MT
68176	PAK2	ENSP00000314067	ENSP00000364662	384	398	0.39	MT
68177	PAK2	ENSP00000314067	ENSP00000459829	279	293	0.43	MT
68178	PAK2	ENSP00000314067	ENSP00000357816	961	975	0.16	MT
68179	PAK2	ENSP00000314067	ENSP00000315654	406	420	0.39	MT
68180	PAK2	ENSP00000314067	ENSP00000470215	287	301	0.39	MT
68181	PAK2	ENSP00000314067	ENSP00000385059	896	910	0.18	MT
68182	PAK2	ENSP00000314067	ENSP00000438900	413	427	0.39	MT
68183	PAK2	ENSP00000314067	ENSP00000453705	794	808	0.43	MT
68184	PAK2	ENSP00000314067	ENSP00000346464	161	175	0.42	MT
68185	PAK2	ENSP00000314067	ENSP00000408588	140	154	0.42	MT
68187	PAK2	ENSP00000314067	ENSP00000432096	14	28	0.39	MT
68188	PAK2	ENSP00000314067	ENSP00000306351	121	135	0.19	MT
68189	PAK2	ENSP00000314067	ENSP00000274599	327	341	0.19	MT
68190	PAK2	ENSP00000314067	ENSP00000305988	301	315	0.39	MT
68191	PAK2	ENSP00000314067	ENSP00000420723	45	59	0.21	MT
68192	PAK2	ENSP00000314067	ENSP00000451249	861	875	0.39	MT
68193	PAK2	ENSP00000314067	ENSP00000417992	935	949	0.2	MT
68194	PAK2	ENSP00000314067	ENSP00000369500	241	255	0.4	MT
68195	PAK2	ENSP00000314067	ENSP00000261202	1343	1357	0.44	MT
68196	PAK2	ENSP00000314067	ENSP00000470481	612	626	0.42	MT
68197	PAK2	ENSP00000314067	ENSP00000417982	309	323	0.42	MT
68198	PAK2	ENSP00000314067	ENSP00000272907	440	454	0.4	MT
68199	PAK2	ENSP00000314067	ENSP00000436094	NA	NA	0.38	MT
68200	PAK2	ENSP00000314067	ENSP00000475539	1792	1806	0.38	MT
68201	PAK2	ENSP00000314067	ENSP00000476222	2162	2176	0.42	MT
68202	PAK2	ENSP00000314067	ENSP00000394645	1621	1635	0.39	MT
68203	PAK2	ENSP00000314067	ENSP00000374444	2257	2271	0.44	MT
68205	PAK2	ENSP00000314067	ENSP00000384600	78	92	0.22	MT
68206	PAK2	ENSP00000314067	ENSP00000364520	663	677	0.38	MT
68207	PAK2	ENSP00000314067	ENSP00000458925	10	24	0.43	MT
68208	PAK2	ENSP00000314067	ENSP00000361841	665	679	0.39	MT
68209	PAK2	ENSP00000314067	ENSP00000382691	341	355	0.43	MT
68210	PAK2	ENSP00000314067	ENSP00000280701	64	78	0.18	MT
68211	PAK2	ENSP00000314067	ENSP00000360582	626	640	0.41	MT
68212	PAK2	ENSP00000314067	ENSP00000327763	261	275	0.41	MT
68213	PAK2	ENSP00000314067	ENSP00000394537	309	323	0.41	MT
68215	PAK2	ENSP00000314067	ENSP00000430205	723	737	0.42	MT
68216	PAK2	ENSP00000314067	ENSP00000384537	241	255	0.39	MT
68217	PAK2	ENSP00000314067	ENSP00000299563	361	375	0.39	MT
68218	PAK2	ENSP00000314067	ENSP00000409279	344	358	0.44	MT
68220	PAK2	ENSP00000314067	ENSP00000292069	1	15	0.4	MT
68222	PAK2	ENSP00000314067	ENSP00000376955	278	292	0.38	MT
68223	PAK2	ENSP00000314067	ENSP00000430472	1549	1563	0.4	MT
68224	PAK2	ENSP00000314067	ENSP00000288309	71	85	0.43	MT
68226	PAK2	ENSP00000314067	ENSP00000352358	695	709	0.41	MT
68227	PAK2	ENSP00000314067	ENSP00000355453	226	240	0.2	MT
68228	PAK2	ENSP00000314067	ENSP00000429787	1	15	0.18	MT
68229	PAK2	ENSP00000314067	ENSP00000350657	188	202	0.38	MT
68230	PAK2	ENSP00000314067	ENSP00000387761	931	945	0.39	MT
68232	PAK2	ENSP00000314067	ENSP00000408301	NA	NA	0.23	MT
68233	PAK2	ENSP00000314067	ENSP00000456498	78	92	0.41	MT
68234	PAK2	ENSP00000314067	ENSP00000314011	583	597	0.42	MT
68235	PAK2	ENSP00000314067	ENSP00000323349	156	170	0.4	MT
68236	PAK2	ENSP00000314067	ENSP00000424030	603	617	0.38	MT
68237	PAK2	ENSP00000314067	ENSP00000444983	591	605	0.19	MT
68238	PAK2	ENSP00000314067	ENSP00000467054	224	238	0.41	MT
68239	PAK2	ENSP00000314067	ENSP00000362638	97	111	0.21	MT
68240	PAK2	ENSP00000314067	ENSP00000396044	1016	1030	0.42	MT
68241	PAK2	ENSP00000314067	ENSP00000419794	29	43	0.42	MT
68242	PAK2	ENSP00000314067	ENSP00000359638	344	358	0.2	MT
68243	PAK2	ENSP00000314067	ENSP00000369129	1834	1848	0.41	MT
68244	PAK2	ENSP00000314067	ENSP00000249598	395	409	0.17	MT
68245	PAK2	ENSP00000314067	ENSP00000358415	50	64	0.43	MT
68246	PAK2	ENSP00000314067	ENSP00000465914	742	756	0.19	MT
68247	PAK2	ENSP00000314067	ENSP00000424149	33	47	0.39	MT
68248	PAK2	ENSP00000314067	ENSP00000158526	269	283	0.42	MT
68249	PAK2	ENSP00000314067	ENSP00000412382	699	713	0.41	MT
68250	PAK2	ENSP00000314067	ENSP00000395672	NA	NA	0.53	MT
68251	PAK2	ENSP00000314067	ENSP00000426459	237	251	0.19	MT
68252	PAK2	ENSP00000314067	ENSP00000355000	134	148	0.2	MT
68253	PAK2	ENSP00000314067	ENSP00000392086	648	662	0.41	MT
68254	PAK2	ENSP00000314067	ENSP00000401674	105	119	0.42	MT
68255	PAK2	ENSP00000314067	ENSP00000453876	70	84	0.38	MT
68256	PAK2	ENSP00000314067	ENSP00000363708	970	984	0.4	MT
68257	PAK2	ENSP00000314067	ENSP00000395936	177	191	0.43	MT
68258	PAK2	ENSP00000314067	ENSP00000262941	445	459	0.39	MT
68259	PAK2	ENSP00000314067	ENSP00000413354	1159	1173	0.19	MT
68260	PAK2	ENSP00000314067	ENSP00000432423	1035	1049	0.42	MT
68261	PAK2	ENSP00000314067	ENSP00000268919	106	120	0.43	MT
68262	PAK2	ENSP00000314067	ENSP00000390442	555	569	0.39	MT
68263	PAK2	ENSP00000314067	ENSP00000380652	939	953	0.39	MT
68264	PAK2	ENSP00000314067	ENSP00000251119	758	772	0.39	MT
68265	PAK2	ENSP00000314067	ENSP00000465268	867	881	0.19	MT
68266	PAK2	ENSP00000314067	ENSP00000439576	1873	1887	0.44	MT
68267	PAK2	ENSP00000314067	ENSP00000410488	855	869	0.42	MT
68268	PAK2	ENSP00000314067	ENSP00000453359	639	653	0.41	MT
68269	PAK2	ENSP00000314067	ENSP00000349541	306	320	0.41	MT
68270	PAK2	ENSP00000314067	ENSP00000406361	701	715	0.41	MT
68271	PAK2	ENSP00000314067	ENSP00000273482	272	286	0.39	MT
68272	PAK2	ENSP00000314067	ENSP00000424910	152	166	0.39	MT
68273	PAK2	ENSP00000314067	ENSP00000446670	487	501	0.42	MT
68274	PAK2	ENSP00000314067	ENSP00000384767	522	536	0.19	MT
68275	PAK2	ENSP00000314067	ENSP00000261486	438	452	0.42	MT
68276	PAK2	ENSP00000314067	ENSP00000360387	101	115	0.4	MT
68277	PAK2	ENSP00000314067	ENSP00000467233	980	994	0.4	MT
68278	PAK2	ENSP00000314067	ENSP00000320965	118	132	0.4	MT
68279	PAK2	ENSP00000314067	ENSP00000467124	25	39	0.39	MT
68280	PAK2	ENSP00000314067	ENSP00000475539	1792	1806	0.38	MT
68282	PAK2	ENSP00000314067	ENSP00000387875	400	414	0.4	MT
68283	PAK2	ENSP00000314067	ENSP00000428478	391	405	0.39	MT
68284	PAK2	ENSP00000314067	ENSP00000458230	1133	1147	0.41	MT
68285	PAK2	ENSP00000314067	ENSP00000475648	554	568	0.42	MT
68286	PAK2	ENSP00000314067	ENSP00000308032	372	386	0.39	MT
68288	PAK2	ENSP00000314067	ENSP00000399520	307	321	0.39	MT
68289	PAK2	ENSP00000314067	ENSP00000476462	557	571	0.39	MT
68290	PAK2	ENSP00000314067	ENSP00000476432	974	988	0.44	MT
68291	PAK2	ENSP00000314067	ENSP00000422166	1102	1116	0.43	MT
68292	PAK2	ENSP00000314067	ENSP00000344002	998	1012	0.39	MT
68294	PAK2	ENSP00000314067	ENSP00000424323	127	141	0.39	MT
68295	PAK2	ENSP00000314067	ENSP00000400673	254	268	0.41	MT
68296	PAK2	ENSP00000314067	ENSP00000362781	491	505	0.42	MT
68297	PAK2	ENSP00000314067	ENSP00000412382	699	713	0.41	MT
68298	PAK2	ENSP00000314067	ENSP00000442588	13	27	0.4	MT
68300	PAK2	ENSP00000314067	ENSP00000464268	210	224	0.39	MT
68301	PAK2	ENSP00000314067	ENSP00000357129	1160	1174	0.39	MT
68302	PAK2	ENSP00000314067	ENSP00000427946	444	458	0.38	MT
68303	PAK4	ENSP00000351049	ENSP00000258111	NA	NA	0.48	MT
68304	PDK1	ENSP00000437502	ENSP00000299202	NA	NA	0.32	MT
68305	PDK1	ENSP00000437502	ENSP00000442981	1760	1774	0.1	MT
68307	PDK1	ENSP00000437502	ENSP00000416606	NA	NA	0.31	MT
68308	PDK1	ENSP00000437502	ENSP00000359207	NA	NA	0.14	MT
68309	PDK1	ENSP00000437502	ENSP00000468310	299	313	0.35	MT
68310	PDK1	ENSP00000437502	ENSP00000370253	189	203	0.11	MT
68312	PDK1	ENSP00000437502	ENSP00000370338	9546	9560	0.12	MT
68313	PDK1	ENSP00000437502	ENSP00000322675	929	943	0.19	MT
68314	PDK1	ENSP00000437502	ENSP00000446179	NA	NA	0.45	MT
68315	PDK1	ENSP00000437502	ENSP00000278412	664	678	0.17	MT
68316	PDK1	ENSP00000437502	ENSP00000413354	70	84	0.36	MT
68317	PDK1	ENSP00000437502	ENSP00000261584	481	495	0.14	MT
68318	PDK1	ENSP00000437502	ENSP00000310405	NA	NA	0.45	MT
68319	PDK1	ENSP00000437502	ENSP00000404771	210	224	0.11	MT
68320	PDK1	ENSP00000437502	ENSP00000446966	653	667	0.1	MT
68321	PDK1	ENSP00000437502	ENSP00000357027	51	65	0.13	MT
68322	PDK1	ENSP00000437502	ENSP00000452622	2696	2710	0.36	MT
68323	PDK1	ENSP00000437502	ENSP00000310453	289	303	0.11	MT
68324	PDK1	ENSP00000437502	ENSP00000329933	877	891	0.12	MT
68325	PDK1	ENSP00000437502	ENSP00000453719	2209	2223	0.15	MT
68326	PDK1	ENSP00000437502	ENSP00000356395	216	230	0.3	MT
68327	PDK1	ENSP00000437502	ENSP00000397389	1311	1325	0.18	MT
68328	PDK1	ENSP00000437502	ENSP00000360431	479	493	0.37	MT
68329	PDK1	ENSP00000437502	ENSP00000380177	NA	NA	0.08	MT
68330	PDK1	ENSP00000437502	ENSP00000391676	491	505	0.14	MT
68331	PDK1	ENSP00000437502	ENSP00000367298	194	208	0.12	MT
68332	PDK1	ENSP00000437502	ENSP00000353467	378	392	0.15	MT
68333	PDK1	ENSP00000437502	ENSP00000358283	NA	NA	0.11	MT
68334	PDK1	ENSP00000437502	ENSP00000357111	247	261	0.11	MT
68335	PDK1	ENSP00000437502	ENSP00000362792	NA	NA	0.38	MT
68336	PDK1	ENSP00000437502	ENSP00000355502	1198	1212	0.11	MT
68337	PDK1	ENSP00000437502	ENSP00000428084	922	936	0.33	MT
68338	PDK1	ENSP00000437502	ENSP00000372334	152	166	0.32	MT
68339	PDPK1	ENSP00000268673	ENSP00000412064	134	148	0.13	MT
68340	PDPK1	ENSP00000268673	ENSP00000324518	NA	NA	0.08	MT
68341	PDPK1	ENSP00000268673	ENSP00000433026	320	334	0.14	MT
68342	PDPK1	ENSP00000268673	ENSP00000358865	438	452	0.18	MT
68343	PDPK1	ENSP00000268673	ENSP00000299202	NA	NA	0.44	MT
68344	PDPK1	ENSP00000268673	ENSP00000442981	1760	1774	0.16	MT
68345	PDPK1	ENSP00000268673	ENSP00000393376	333	347	0.34	MT
68346	PDPK1	ENSP00000268673	ENSP00000467839	106	120	0.11	MT
68347	PDPK1	ENSP00000268673	ENSP00000358151	49	63	0.13	MT
68349	PDPK1	ENSP00000268673	ENSP00000416606	NA	NA	0.34	MT
68350	PDPK1	ENSP00000268673	ENSP00000468310	299	313	0.39	MT
68351	PDPK1	ENSP00000268673	ENSP00000370253	189	203	0.16	MT
68352	PDPK1	ENSP00000268673	ENSP00000356671	3	17	0.19	MT
68353	PDPK1	ENSP00000268673	ENSP00000314546	436	450	0.2	MT
68354	PDPK1	ENSP00000268673	ENSP00000394336	550	564	0.39	MT
68355	PDPK1	ENSP00000268673	ENSP00000463291	493	507	0.16	MT
68356	PDPK1	ENSP00000268673	ENSP00000366258	677	691	0.13	MT
68358	PDPK1	ENSP00000268673	ENSP00000370338	9546	9560	0.12	MT
68359	PDPK1	ENSP00000268673	ENSP00000322675	929	943	0.17	MT
68360	PDPK1	ENSP00000268673	ENSP00000446179	NA	NA	0.44	MT
68361	PDPK1	ENSP00000268673	ENSP00000434583	4014	4028	0.4	MT
68362	PDPK1	ENSP00000268673	ENSP00000278412	664	678	0.19	MT
68363	PDPK1	ENSP00000268673	ENSP00000446793	54	68	0.11	MT
68364	PDPK1	ENSP00000268673	ENSP00000313276	164	178	0.11	MT
68365	PDPK1	ENSP00000268673	ENSP00000413354	70	84	0.41	MT
68366	PDPK1	ENSP00000268673	ENSP00000261584	481	495	0.15	MT
68367	PDPK1	ENSP00000268673	ENSP00000310405	NA	NA	0.53	MT
68368	PDPK1	ENSP00000268673	ENSP00000359834	82	96	0.12	MT
68369	PDPK1	ENSP00000268673	ENSP00000446966	653	667	0.17	MT
68370	PDPK1	ENSP00000268673	ENSP00000357027	51	65	0.17	MT
68371	PDPK1	ENSP00000268673	ENSP00000452622	2696	2710	0.4	MT
68372	PDPK1	ENSP00000268673	ENSP00000310453	289	303	0.11	MT
68373	PDPK1	ENSP00000268673	ENSP00000329933	877	891	0.17	MT
68374	PDPK1	ENSP00000268673	ENSP00000345739	175	189	0.1	MT
68375	PDPK1	ENSP00000268673	ENSP00000429829	3	17	0.38	MT
68376	PDPK1	ENSP00000268673	ENSP00000436036	113	127	0.32	MT
68377	PDPK1	ENSP00000268673	ENSP00000326101	159	173	0.33	MT
68378	PDPK1	ENSP00000268673	ENSP00000361215	248	262	0.15	MT
68379	PDPK1	ENSP00000268673	ENSP00000397389	1311	1325	0.18	MT
68380	PDPK1	ENSP00000268673	ENSP00000360431	479	493	0.43	MT
68381	PDPK1	ENSP00000268673	ENSP00000380177	NA	NA	0.07	MT
68383	PDPK1	ENSP00000268673	ENSP00000368273	110	124	0.17	MT
68384	PDPK1	ENSP00000268673	ENSP00000391676	491	505	0.21	MT
68385	PDPK1	ENSP00000268673	ENSP00000310770	181	195	0.13	MT
68386	PDPK1	ENSP00000268673	ENSP00000367298	194	208	0.11	MT
68387	PDPK1	ENSP00000268673	ENSP00000422815	2554	2568	0.11	MT
68388	PDPK1	ENSP00000268673	ENSP00000441541	50	64	0.12	MT
68389	PDPK1	ENSP00000268673	ENSP00000310675	788	802	0.13	MT
68390	PDPK1	ENSP00000268673	ENSP00000358727	118	132	0.22	MT
68391	PDPK1	ENSP00000268673	ENSP00000358283	NA	NA	0.11	MT
68392	PDPK1	ENSP00000268673	ENSP00000393466	1093	1107	0.12	MT
68393	PDPK1	ENSP00000268673	ENSP00000362792	NA	NA	0.44	MT
68394	PDPK1	ENSP00000268673	ENSP00000355502	1198	1212	0.14	MT
68395	PDPK1	ENSP00000268673	ENSP00000428084	922	936	0.38	MT
68396	PDPK1	ENSP00000268673	ENSP00000267101	1208	1222	0.16	MT
68397	PDPK1	ENSP00000268673	ENSP00000372334	152	166	0.41	MT
68399	PIM1	ENSP00000362608	ENSP00000422166	1059	1073	0.39	MT
68400	PIM1	ENSP00000362608	ENSP00000441817	521	535	0.45	MT
68401	PIM1	ENSP00000362608	ENSP00000302846	252	266	0.45	MT
68403	PIM1	ENSP00000362608	ENSP00000396966	51	65	0.41	MT
68404	PIM1	ENSP00000362608	ENSP00000397389	1311	1325	0.42	MT
68405	PIM1	ENSP00000362608	ENSP00000262982	370	384	0.41	MT
68406	PIM1	ENSP00000362608	ENSP00000376112	677	691	0.43	MT
68407	PIM1	ENSP00000362608	ENSP00000288561	243	257	0.47	MT
68408	PIM1	ENSP00000362608	ENSP00000288561	245	259	0.39	MT
68409	PIM1	ENSP00000362608	ENSP00000426658	145	159	0.6	MT
68410	PIM1	ENSP00000362608	ENSP00000413628	885	899	0.23	MT
68412	PIM1	ENSP00000362608	ENSP00000393551	329	343	0.48	MT
68413	PIM1	ENSP00000362608	ENSP00000467099	641	655	0.15	MT
68414	PIM1	ENSP00000362608	ENSP00000440360	471	485	0.58	MT
68415	PIM1	ENSP00000362608	ENSP00000458230	1444	1458	0.5	MT
68416	PIM1	ENSP00000362608	ENSP00000458230	1446	1460	0.47	MT
68417	PIM1	ENSP00000362608	ENSP00000447804	309	323	0.11	MT
68418	PIM1	ENSP00000362608	ENSP00000196482	124	138	0.47	MT
68419	PIM1	ENSP00000362608	ENSP00000409618	381	395	0.53	MT
68420	PIM1	ENSP00000362608	ENSP00000442160	763	777	0.45	MT
68421	PIM1	ENSP00000362608	ENSP00000462619	24	38	0.51	MT
68422	PIM1	ENSP00000362608	ENSP00000411144	1156	1170	0.47	MT
68423	PIM1	ENSP00000362608	ENSP00000451896	1419	1433	0.48	MT
68424	PIM1	ENSP00000362608	ENSP00000431734	748	762	0.45	MT
68425	PIM1	ENSP00000362608	ENSP00000468563	329	343	0.42	MT
68426	PIM1	ENSP00000362608	ENSP00000397660	122	136	0.18	MT
68427	PIM1	ENSP00000362608	ENSP00000361769	101	115	0.56	MT
68428	PIM1	ENSP00000362608	ENSP00000374444	154	168	0.43	MT
68429	PIM1	ENSP00000362608	ENSP00000391823	8	22	0.4	MT
68430	PIM1	ENSP00000362608	ENSP00000419519	749	763	0.38	MT
68431	PIM1	ENSP00000362608	ENSP00000325402	382	396	0.44	MT
68432	PIM1	ENSP00000362608	ENSP00000360985	607	621	0.48	MT
68433	PIM1	ENSP00000362608	ENSP00000468679	355	369	0.39	MT
68434	PIM1	ENSP00000362608	ENSP00000418212	444	458	0.45	MT
68435	PIM1	ENSP00000362608	ENSP00000370338	366	380	0.14	MT
68436	PIM1	ENSP00000362608	ENSP00000366536	262	276	0.16	MT
68437	PIM1	ENSP00000362608	ENSP00000387488	312	326	0.16	MT
68438	PIM1	ENSP00000362608	ENSP00000366235	225	239	0.45	MT
68439	PIM1	ENSP00000362608	ENSP00000377950	109	123	0.45	MT
68440	PIM1	ENSP00000362608	ENSP00000475925	128	142	0.52	MT
68441	PIM1	ENSP00000362608	ENSP00000427568	584	598	0.51	MT
68442	PIM1	ENSP00000362608	ENSP00000447441	2	16	0.54	MT
68443	PIM1	ENSP00000362608	ENSP00000447441	4	18	0.41	MT
68444	PIM1	ENSP00000362608	ENSP00000415211	1407	1421	0.48	MT
68445	PIM1	ENSP00000362608	ENSP00000451178	980	994	0.43	MT
68446	PIM1	ENSP00000362608	ENSP00000431773	546	560	0.52	MT
68447	PIM1	ENSP00000362608	ENSP00000425052	195	209	0.4	MT
68448	PIM1	ENSP00000362608	ENSP00000359000	1446	1460	0.49	MT
68449	PIM1	ENSP00000362608	ENSP00000466470	1419	1433	0.48	MT
68450	PIM1	ENSP00000362608	ENSP00000429239	361	375	0.14	MT
68451	PIM1	ENSP00000362608	ENSP00000447328	119	133	0.49	MT
68452	PIM1	ENSP00000362608	ENSP00000370074	65	79	0.12	MT
68453	PIM1	ENSP00000362608	ENSP00000351209	903	917	0.44	MT
68454	PIM1	ENSP00000362608	ENSP00000439231	405	419	0.39	MT
68455	PIM1	ENSP00000362608	ENSP00000303315	323	337	0.24	MT
68456	PIM1	ENSP00000362608	ENSP00000476222	2005	2019	0.42	MT
68457	PIM1	ENSP00000362608	ENSP00000362579	213	227	0.47	MT
68458	PIM1	ENSP00000362608	ENSP00000392674	1114	1128	0.47	MT
68460	PIM1	ENSP00000362608	ENSP00000446145	65	79	0.43	MT
68461	PIM1	ENSP00000362608	ENSP00000392192	659	673	0.21	MT
68462	PIM1	ENSP00000362608	ENSP00000443168	40	54	0.43	MT
68463	PIM1	ENSP00000362608	ENSP00000258888	1376	1390	0.18	MT
68464	PIM1	ENSP00000362608	ENSP00000359291	559	573	0.38	MT
68465	PIM1	ENSP00000362608	ENSP00000410100	98	112	0.6	MT
68466	PIM1	ENSP00000362608	ENSP00000379051	291	305	0.47	MT
68467	PIM1	ENSP00000362608	ENSP00000451543	768	782	0.44	MT
68468	PIM1	ENSP00000362608	ENSP00000403441	305	319	0.4	MT
68469	PIM1	ENSP00000362608	ENSP00000456253	69	83	0.43	MT
68470	PIM1	ENSP00000362608	ENSP00000374444	2098	2112	0.48	MT
68471	PIM1	ENSP00000362608	ENSP00000411386	148	162	0.57	MT
68472	PIM1	ENSP00000362608	ENSP00000305769	232	246	0.1	MT
68473	PIM1	ENSP00000362608	ENSP00000438178	942	956	0.39	MT
68474	PIM1	ENSP00000362608	ENSP00000381170	304	318	0.19	MT
68475	PIM1	ENSP00000362608	ENSP00000252979	519	533	0.5	MT
68476	PIM1	ENSP00000362608	ENSP00000394289	459	473	0.21	MT
68477	PIM1	ENSP00000362608	ENSP00000244050	239	253	0.39	MT
68478	PIM1	ENSP00000362608	ENSP00000444412	516	530	0.38	MT
68479	PIM1	ENSP00000362608	ENSP00000393256	625	639	0.49	MT
68480	PIM1	ENSP00000362608	ENSP00000463603	640	654	0.46	MT
68481	PIM1	ENSP00000362608	ENSP00000372228	252	266	0.49	MT
68482	PIM1	ENSP00000362608	ENSP00000257189	380	394	0.5	MT
68483	PIM1	ENSP00000362608	ENSP00000257189	382	396	0.44	MT
68484	PIM1	ENSP00000362608	ENSP00000316699	672	686	0.53	MT
68485	PIM1	ENSP00000362608	ENSP00000427083	7022	7036	0.43	MT
68487	PIM1	ENSP00000362608	ENSP00000471360	162	176	0.56	MT
68488	PIM1	ENSP00000362608	ENSP00000374447	525	539	0.42	MT
68489	PIM1	ENSP00000362608	ENSP00000330875	183	197	0.43	MT
68490	PIM1	ENSP00000362608	ENSP00000312411	541	555	0.59	MT
68491	PIM1	ENSP00000362608	ENSP00000264245	1171	1185	0.56	MT
68493	PIM1	ENSP00000362608	ENSP00000367858	827	841	0.49	MT
68494	PIM1	ENSP00000362608	ENSP00000302139	747	761	0.45	MT
68495	PIM1	ENSP00000362608	ENSP00000302139	749	763	0.42	MT
68496	PIM1	ENSP00000362608	ENSP00000424574	1155	1169	0.4	MT
68497	PIM1	ENSP00000362608	ENSP00000409905	175	189	0.47	MT
68498	PIM1	ENSP00000362608	ENSP00000409905	177	191	0.42	MT
68499	PIM1	ENSP00000362608	ENSP00000440343	845	859	0.44	MT
68500	PIM1	ENSP00000362608	ENSP00000363289	148	162	0.38	MT
68502	PIM1	ENSP00000362608	ENSP00000469271	487	501	0.21	MT
68503	PIM1	ENSP00000362608	ENSP00000394524	1093	1107	0.47	MT
68504	PIM1	ENSP00000362608	ENSP00000394524	1095	1109	0.4	MT
68505	PIM1	ENSP00000362608	ENSP00000376112	712	726	0.23	MT
68506	PIM1	ENSP00000362608	ENSP00000401662	80	94	0.5	MT
68507	PIM1	ENSP00000362608	ENSP00000332369	223	237	0.46	MT
68508	PIM1	ENSP00000362608	ENSP00000303800	246	260	0.45	MT
68509	PIM1	ENSP00000362608	ENSP00000301607	1448	1462	0.48	MT
68510	PIM1	ENSP00000362608	ENSP00000443351	388	402	0.5	MT
68511	PIM1	ENSP00000362608	ENSP00000375586	301	315	0.46	MT
68512	PIM1	ENSP00000362608	ENSP00000404285	119	133	0.38	MT
68513	PIM1	ENSP00000362608	ENSP00000404285	117	131	0.52	MT
68515	PIM1	ENSP00000362608	ENSP00000366244	578	592	0.45	MT
68516	PIM1	ENSP00000362608	ENSP00000382091	287	301	0.46	MT
68517	PIM1	ENSP00000362608	ENSP00000382091	289	303	0.46	MT
68518	PIM1	ENSP00000362608	ENSP00000342232	410	424	0.4	MT
68519	PIM1	ENSP00000362608	ENSP00000443838	68	82	0.44	MT
68520	PIM1	ENSP00000362608	ENSP00000380587	387	401	0.39	MT
68521	PIM1	ENSP00000362608	ENSP00000402373	181	195	0.45	MT
68522	PIM1	ENSP00000362608	ENSP00000437278	47	61	0.14	MT
68523	PIM1	ENSP00000362608	ENSP00000470442	193	207	0.45	MT
68524	PIM1	ENSP00000362608	ENSP00000299563	396	410	0.49	MT
68525	PIM1	ENSP00000362608	ENSP00000338774	194	208	0.39	MT
68526	PIM1	ENSP00000362608	ENSP00000465766	1555	1569	0.44	MT
68527	PIM1	ENSP00000362608	ENSP00000465766	1557	1571	0.4	MT
68528	PIM1	ENSP00000362608	ENSP00000262384	391	405	0.42	MT
68529	PIM1	ENSP00000362608	ENSP00000400943	27	41	0.4	MT
68530	PIM1	ENSP00000362608	ENSP00000421116	985	999	0.38	MT
68531	PIM1	ENSP00000362608	ENSP00000438508	8345	8359	0.18	MT
68532	PIM1	ENSP00000362608	ENSP00000437479	205	219	0.45	MT
68533	PIM1	ENSP00000362608	ENSP00000455219	377	391	0.08	MT
68534	PIM1	ENSP00000362608	ENSP00000434539	465	479	0.42	MT
68535	PIM1	ENSP00000362608	ENSP00000253251	134	148	0.4	MT
68536	PIM1	ENSP00000362608	ENSP00000386420	576	590	0.21	MT
68537	PIM1	ENSP00000362608	ENSP00000355727	1644	1658	0.4	MT
68538	PIM1	ENSP00000362608	ENSP00000418462	544	558	0.39	MT
68539	PIM1	ENSP00000362608	ENSP00000380603	80	94	0.45	MT
68540	PIM1	ENSP00000362608	ENSP00000379212	165	179	0.44	MT
68541	PIM1	ENSP00000362608	ENSP00000466234	172	186	0.47	MT
68542	PIM1	ENSP00000362608	ENSP00000328326	NA	NA	0.39	MT
68543	PIM1	ENSP00000362608	ENSP00000389406	466	480	0.43	MT
68544	PIM1	ENSP00000362608	ENSP00000418297	290	304	0.4	MT
68545	PIM1	ENSP00000362608	ENSP00000446243	1087	1101	0.51	MT
68546	PIM1	ENSP00000362608	ENSP00000410587	544	558	0.21	MT
68547	PIM1	ENSP00000362608	ENSP00000386404	382	396	0.42	MT
68549	PIM1	ENSP00000362608	ENSP00000400993	298	312	0.4	MT
